id,sessionId,stage,LoRA,RAG,Random,T2B,bestClip,LoRA_pred,RAG_pred,Random_pred,T2B_pred,promptId,LoRA_pred_floor,RAG_pred_floor,Random_pred_floor,T2B_pred_floor,LoRA_score,RAG_score,Random_score,T2B_score
10660,686,2,0,1,0,1,4,[-2.34 -2.39],[1.74 1.68],[4.22 1.74],[-4.41 -2.81],14,"[-2.5, -2.5]","[1.5, 1.5]","[4.5, 1.5]","[-4.5, -2.5]",0.0,1.0,0.0,1.5
10661,680,5,1,1,1,0,1,[1.83 0.19],[4.68 4.56],[5.86 5.49],[-1.1   5.07],17,"[1.5, 0.5]","[4.5, 4.5]","[5.5, 5.5]","[-1.5, 5.5]",1.5,1.0,1.0,0.0
10662,670,24,1,1,0,1,4,[3.44 2.36],[ 5.04 -0.24],[5.93 3.34],[4.74 3.07],25,"[3.5, 2.5]","[5.5, -0.5]","[5.5, 3.5]","[4.5, 3.5]",1.0,1.0,0.0,1.5
10663,658,23,0,1,0,1,4,[0.64 1.74],[4.2  0.96],[-4.15 -1.4 ],[4.74 3.07],25,"[0.5, 1.5]","[4.5, 0.5]","[-4.5, -1.5]","[4.5, 3.5]",0.0,1.0,0.0,1.5
10664,677,14,1,1,1,0,1,[3.48 0.34],[1.86 6.  ],[ 2.9  -0.18],[3.07 4.74],20,"[3.5, 0.5]","[1.5, 5.5]","[2.5, -0.5]","[3.5, 4.5]",1.5,1.0,1.0,0.0
10665,676,7,0,0,0,1,4,[ 3.58 -3.79],[ 3.66 -4.14],[-2.46  0.42],[-3.07 -4.74],11,"[3.5, -3.5]","[3.5, -4.5]","[-2.5, 0.5]","[-3.5, -4.5]",0.0,0.0,0.0,1.5
10666,653,6,1,0,1,0,3,[-3.49  1.58],[3.84 3.3 ],[-4.45 -1.05],[2.57 4.09],26,"[-3.5, 1.5]","[3.5, 3.5]","[-4.5, -1.5]","[2.5, 4.5]",1.0,0.0,1.5,0.0
10667,681,9,1,1,1,1,3,[1.38 0.19],[-2.1   4.44],[1.74 5.37],[1.8  5.34],26,"[1.5, 0.5]","[-2.5, 4.5]","[1.5, 5.5]","[1.5, 5.5]",1.0,1.0,1.5,1.0
10668,648,29,0,0,0,0,5,[-1.64  1.56],[4.08 0.48],[-2.32 -4.34],[-1.1   5.07],27,"[-1.5, 1.5]","[4.5, 0.5]","[-2.5, -4.5]","[-1.5, 5.5]",0.0,0.0,0.0,0.0
10669,668,28,0,0,0,1,4,[3.53 2.99],[4.68 4.56],[4.96 0.11],[-1.01  4.76],17,"[3.5, 2.5]","[4.5, 4.5]","[4.5, 0.5]","[-1.5, 4.5]",0.0,0.0,0.0,1.5
10670,677,15,1,0,0,1,4,[ 3.34 -0.1 ],[ 2.  -2.5],[-4.07  5.78],[-0.  -3.6],14,"[3.5, -0.5]","[2.5, -2.5]","[-4.5, 5.5]","[0.5, -3.5]",1.0,0.0,0.0,1.5
10671,683,7,1,0,0,0,1,[2.23 0.19],[-3.12  2.82],[3.65 0.57],[-3.6  0. ],29,"[2.5, 0.5]","[-3.5, 2.5]","[3.5, 0.5]","[-3.5, 0.5]",1.5,0.0,0.0,0.0
10672,686,3,1,1,1,1,3,[ 3.94 -3.24],[-3.36  3.06],[-5.13 -5.89],[-2.35 -3.78],24,"[3.5, -3.5]","[-3.5, 3.5]","[-5.5, -5.5]","[-2.5, -3.5]",1.0,1.0,1.5,1.0
10673,670,25,1,1,0,1,4,[ 0.93 -5.99],[ 4.5 -1.5],[ 0.03 -0.65],[-3.21 -3.21],11,"[0.5, -5.5]","[4.5, -1.5]","[0.5, -0.5]","[-3.5, -3.5]",1.0,1.0,0.0,1.5
10674,276,26,0,0,1,0,3,[2.24 1.74],[4.2  0.96],[ 5.02 -3.59],[2.15 4.95],15,"[2.5, 1.5]","[4.5, 0.5]","[5.5, -3.5]","[2.5, 4.5]",0.0,0.0,1.5,0.0
10675,690,1,0,1,0,0,2,[3.59 0.33],[-3.12  2.82],[-3.11  1.79],[1.79 4.33],5,"[3.5, 0.5]","[-3.5, 2.5]","[-3.5, 1.5]","[1.5, 4.5]",0.0,1.5,0.0,0.0
10676,658,24,0,0,0,1,4,[3.26 0.58],[4.2 0.9],[-3.24 -2.06],[2.15 4.95],16,"[3.5, 0.5]","[4.5, 0.5]","[-3.5, -2.5]","[2.5, 4.5]",0.0,0.0,0.0,1.5
10677,681,10,1,0,0,0,1,[2.16 0.14],[-0.42  1.02],[-4.46  2.82],[-2.35 -3.78],6,"[2.5, 0.5]","[-0.5, 1.5]","[-4.5, 2.5]","[-2.5, -3.5]",1.5,0.0,0.0,0.0
10678,653,7,1,1,0,1,2,[ 4.66 -1.69],[3.3  2.88],[5.58 3.18],[-2.81 -4.41],22,"[4.5, -1.5]","[3.5, 2.5]","[5.5, 3.5]","[-2.5, -4.5]",1.0,1.5,0.0,1.0
10679,677,16,0,1,1,0,2,[ 2.66 -3.09],[ 6. -6.],[-1.77  1.09],[-0.  -4.8],11,"[2.5, -3.5]","[5.5, -5.5]","[-1.5, 1.5]","[0.5, -4.5]",0.0,1.5,1.0,0.0
10680,693,1,0,0,1,0,3,[4.91 0.5 ],[2.34 2.16],[-0.79  4.56],[1.64 5.02],16,"[4.5, 0.5]","[2.5, 2.5]","[-0.5, 4.5]","[1.5, 5.5]",0.0,0.0,1.5,0.0
10681,688,1,1,1,1,0,1,[-1.64  0.24],[4.8 0. ],[2.11 0.43],[4.41 2.81],25,"[-1.5, 0.5]","[4.5, 0.5]","[2.5, 0.5]","[4.5, 2.5]",1.5,1.0,1.0,0.0
10682,668,29,1,0,0,0,1,[ 1.58 -0.31],[0.72 3.  ],[3.74 5.35],[-5.1  0. ],22,"[1.5, -0.5]","[0.5, 3.5]","[3.5, 5.5]","[-5.5, 0.5]",1.5,0.0,0.0,0.0
10683,686,4,0,0,0,0,5,[-0.31  1.54],[0.12 3.72],[-1.47  5.08],[2.57 4.09],13,"[-0.5, 1.5]","[0.5, 3.5]","[-1.5, 5.5]","[2.5, 4.5]",0.0,0.0,0.0,0.0
10684,557,2,0,0,0,0,5,[ 0.64 -1.53],[0.72 3.  ],[2.6  3.73],[1.49 4.71],20,"[0.5, -1.5]","[0.5, 3.5]","[2.5, 3.5]","[1.5, 4.5]",0.0,0.0,0.0,0.0
10685,276,27,0,0,0,1,4,[1.24 2.44],[3. 3.],[-5.97  4.83],[2.15 4.95],27,"[1.5, 2.5]","[3.5, 3.5]","[-5.5, 4.5]","[2.5, 4.5]",0.0,0.0,0.0,1.5
10686,689,1,0,0,0,1,4,[ 1.63 -0.04],[-3.36  0.  ],[ 5.83 -3.26],[1.96 4.64],15,"[1.5, -0.5]","[-3.5, 0.5]","[5.5, -3.5]","[1.5, 4.5]",0.0,0.0,0.0,1.5
10687,683,8,0,0,0,0,5,[0.18 0.13],[-6.  6.],[-4.09  1.9 ],[4.38 3.83],10,"[0.5, 0.5]","[-5.5, 5.5]","[-4.5, 1.5]","[4.5, 3.5]",0.0,0.0,0.0,0.0
10688,670,26,1,0,1,1,3,[-0.04  1.64],[-5.76  0.24],[-0.56 -4.02],[-3.  0.],6,"[-0.5, 1.5]","[-5.5, 0.5]","[-0.5, -4.5]","[-2.5, 0.5]",1.0,0.0,1.5,1.0
10689,693,2,0,0,1,1,4,[ 5.6  -5.04],[ 6. -6.],[-3.65  1.62],[-4.13 -4.13],11,"[5.5, -5.5]","[5.5, -5.5]","[-3.5, 1.5]","[-4.5, -4.5]",0.0,0.0,1.0,1.5
10690,681,11,1,0,1,0,1,[0.14 0.23],[3.84 3.3 ],[ 0.44 -2.26],[-1.01  4.76],13,"[0.5, 0.5]","[3.5, 3.5]","[0.5, -2.5]","[-1.5, 4.5]",1.5,0.0,1.0,0.0
10691,693,3,1,1,0,1,4,[-1.81 -1.64],[0.72 3.  ],[-0.79 -4.97],[2.81 4.41],23,"[-1.5, -1.5]","[0.5, 3.5]","[-0.5, -4.5]","[2.5, 4.5]",1.0,1.0,0.0,1.5
10692,653,8,1,1,0,1,4,[1.73 0.22],[2.94 2.64],[1.81 1.3 ],[-0.84  4.16],17,"[1.5, 0.5]","[2.5, 2.5]","[1.5, 1.5]","[-0.5, 4.5]",1.0,1.0,0.0,1.5
10693,683,9,0,0,0,0,5,[-0.1   1.88],[3.24 3.6 ],[2.34 5.42],[-2.2 -2.2],2,"[-0.5, 1.5]","[3.5, 3.5]","[2.5, 5.5]","[-2.5, -2.5]",0.0,0.0,0.0,0.0
10694,680,6,0,0,1,1,4,[ 1.19 -2.06],[ 3.48 -0.06],[ 3.12 -5.55],[-2.81 -4.41],21,"[1.5, -2.5]","[3.5, -0.5]","[3.5, -5.5]","[-2.5, -4.5]",0.0,0.0,1.0,1.5
10695,676,8,0,0,1,0,3,[3.44 1.58],[3.3  4.14],[0.82 5.09],[0.  5.1],13,"[3.5, 1.5]","[3.5, 4.5]","[0.5, 5.5]","[0.5, 5.5]",0.0,0.0,1.5,0.0
10696,276,28,1,1,0,0,1,[5.98 1.64],[0.24 3.84],[-2.8  -2.78],[-0.  -5.1],10,"[5.5, 1.5]","[0.5, 3.5]","[-2.5, -2.5]","[0.5, -5.5]",1.5,1.0,0.0,0.0
10697,677,17,0,0,0,0,5,[4.4 0.3],[4.2 0.9],[-5.86 -2.57],[2.81 4.41],16,"[4.5, 0.5]","[4.5, 0.5]","[-5.5, -2.5]","[2.5, 4.5]",0.0,0.0,0.0,0.0
10698,686,5,0,1,1,0,3,[2.18 1.09],[2.34 2.16],[-4.22 -4.72],[-1.48  3.72],16,"[2.5, 1.5]","[2.5, 2.5]","[-4.5, -4.5]","[-1.5, 3.5]",0.0,1.0,1.5,0.0
10699,557,3,0,0,0,1,4,[0.24 0.12],[0.12 3.72],[3.93 2.63],[4.74 3.07],19,"[0.5, 0.5]","[0.5, 3.5]","[3.5, 2.5]","[4.5, 3.5]",0.0,0.0,0.0,1.5
10700,693,4,1,0,0,1,4,[-2.08  2.11],[0.12 3.84],[-5.67 -4.04],[2.81 4.41],10,"[-2.5, 2.5]","[0.5, 3.5]","[-5.5, -4.5]","[2.5, 4.5]",1.0,0.0,0.0,1.5
10701,688,2,0,0,0,1,4,[3.64 1.66],[-3.54  3.78],[-0.55  4.4 ],[2.15 4.95],4,"[3.5, 1.5]","[-3.5, 3.5]","[-0.5, 4.5]","[2.5, 4.5]",0.0,0.0,0.0,1.5
10702,670,27,1,1,0,0,2,[3.54 3.11],[0.12 3.84],[ 1.58 -1.58],[0.  4.2],17,"[3.5, 3.5]","[0.5, 3.5]","[1.5, -1.5]","[0.5, 4.5]",1.0,1.5,0.0,0.0
10703,658,25,1,1,0,1,4,[1.24 1.89],[-0.36  0.24],[0.59 1.08],[-5.1  0. ],29,"[1.5, 1.5]","[-0.5, 0.5]","[0.5, 1.5]","[-5.5, 0.5]",1.0,1.0,0.0,1.5
10704,683,10,0,0,0,1,4,[ 3.58 -3.7 ],[ 3.3  -4.62],[ 5.13 -1.98],[-2.81 -4.41],11,"[3.5, -3.5]","[3.5, -4.5]","[5.5, -1.5]","[-2.5, -4.5]",0.0,0.0,0.0,1.5
10705,681,12,0,0,0,1,4,[-1.39  0.07],[0.12 3.72],[-4.83  1.62],[1.64 5.02],10,"[-1.5, 0.5]","[0.5, 3.5]","[-4.5, 1.5]","[1.5, 5.5]",0.0,0.0,0.0,1.5
10706,690,2,1,1,0,0,2,[3.53 1.63],[1.8  2.22],[4.94 2.72],[-0. -3.],9,"[3.5, 1.5]","[1.5, 2.5]","[4.5, 2.5]","[0.5, -2.5]",1.0,1.5,0.0,0.0
10707,677,18,0,0,0,0,5,[2.28 2.11],[0.12 3.72],[-5.34  2.58],[3.78 2.35],13,"[2.5, 2.5]","[0.5, 3.5]","[-5.5, 2.5]","[3.5, 2.5]",0.0,0.0,0.0,0.0
10708,693,5,1,1,1,0,3,[-2.19  2.04],[ 3.66 -2.34],[1.76 3.41],[2.81 4.41],15,"[-2.5, 2.5]","[3.5, -2.5]","[1.5, 3.5]","[2.5, 4.5]",1.0,1.0,1.5,0.0
10709,695,1,1,0,0,0,1,[1.64 2.24],[3.3  2.88],[-5.18  0.98],[-1.94 -3.2 ],2,"[1.5, 2.5]","[3.5, 2.5]","[-5.5, 0.5]","[-1.5, -3.5]",1.5,0.0,0.0,0.0
10710,689,2,0,1,0,0,2,[ 4.99 -3.14],[3.3  4.14],[2.74 4.4 ],[-3.38 -5.1 ],1,"[4.5, -3.5]","[3.5, 4.5]","[2.5, 4.5]","[-3.5, -5.5]",0.0,1.5,0.0,0.0
10711,683,11,0,0,0,0,5,[-1.64  2.41],[2.34 2.16],[4.17 0.69],[0.  4.8],7,"[-1.5, 2.5]","[2.5, 2.5]","[4.5, 0.5]","[0.5, 4.5]",0.0,0.0,0.0,0.0
10712,653,9,1,1,1,1,4,[-0.36  0.04],[2.46 0.84],[1.09 3.88],[5.1  3.38],19,"[-0.5, 0.5]","[2.5, 0.5]","[1.5, 3.5]","[5.5, 3.5]",1.0,1.0,1.0,1.5
10713,276,29,0,1,1,1,3,[2.24 2.24],[4.2 0.9],[-3.97 -2.41],[1.8  5.34],0,"[2.5, 2.5]","[4.5, 0.5]","[-3.5, -2.5]","[1.5, 5.5]",0.0,1.0,1.5,1.0
10714,681,13,0,0,1,0,5,[0.24 0.24],[2.7  5.34],[-3.7  -1.93],[2.35 3.78],17,"[0.5, 0.5]","[2.5, 5.5]","[-3.5, -1.5]","[2.5, 3.5]",0.0,0.0,1.0,0.0
10715,693,6,0,0,1,1,3,[-1.76  1.56],[4.8 0. ],[ 4.25 -2.19],[3.07 4.74],25,"[-1.5, 1.5]","[4.5, 0.5]","[4.5, -2.5]","[3.5, 4.5]",0.0,0.0,1.5,1.0
10716,670,28,1,1,1,1,2,[-2.19  1.73],[4.68 4.56],[-4.63  3.63],[3.07 4.74],26,"[-2.5, 1.5]","[4.5, 4.5]","[-4.5, 3.5]","[3.5, 4.5]",1.0,1.5,1.0,1.0
10717,686,6,1,0,0,1,4,[-0.08  0.16],[-2.7   2.46],[-5.94 -3.2 ],[-3.  0.],29,"[-0.5, 0.5]","[-2.5, 2.5]","[-5.5, -3.5]","[-2.5, 0.5]",1.0,0.0,0.0,1.5
10718,688,3,0,1,0,0,2,[ 3.7  -3.44],[ 1.14 -3.84],[-4.33 -0.02],[-4.74 -3.07],21,"[3.5, -3.5]","[1.5, -3.5]","[-4.5, -0.5]","[-4.5, -3.5]",0.0,1.5,0.0,0.0
10719,557,4,0,0,0,1,4,[2.18 1.08],[4.2 0. ],[-0.36 -3.63],[-1.01  4.76],16,"[2.5, 1.5]","[4.5, 0.5]","[-0.5, -3.5]","[-1.5, 4.5]",0.0,0.0,0.0,1.5
10720,677,19,0,1,0,0,2,[-2.19  0.21],[0.18 4.74],[ 0.92 -0.81],[0.  5.4],26,"[-2.5, 0.5]","[0.5, 4.5]","[0.5, -0.5]","[0.5, 5.5]",0.0,1.5,0.0,0.0
10721,683,12,1,0,0,0,1,[-0.08  1.34],[ 6.  -1.5],[-4.15  5.07],[-0.  -4.5],3,"[-0.5, 1.5]","[5.5, -1.5]","[-4.5, 5.5]","[0.5, -4.5]",1.5,0.0,0.0,0.0
10722,693,7,0,0,1,0,3,[-1.56 -1.74],[ 0.54 -0.54],[-1.87 -4.51],[4.74 3.07],19,"[-1.5, -1.5]","[0.5, -0.5]","[-1.5, -4.5]","[4.5, 3.5]",0.0,0.0,1.5,0.0
10723,676,9,0,0,0,1,4,[4.5  1.58],[-4.62  4.56],[-1.28 -1.  ],[2.15 4.95],4,"[4.5, 1.5]","[-4.5, 4.5]","[-1.5, -0.5]","[2.5, 4.5]",0.0,0.0,0.0,1.5
10724,680,7,1,0,0,1,1,[-0.04  0.18],[0.66 0.84],[-3.77  2.31],[-4.74 -3.07],22,"[-0.5, 0.5]","[0.5, 0.5]","[-3.5, 2.5]","[-4.5, -3.5]",1.5,0.0,0.0,1.0
10725,695,2,0,1,0,0,2,[ 3.14 -1.51],[ 2.4  -3.84],[-2.51 -3.07],[-3.07 -4.74],22,"[3.5, -1.5]","[2.5, -3.5]","[-2.5, -3.5]","[-3.5, -4.5]",0.0,1.5,0.0,0.0
10726,653,10,0,0,1,0,3,[4.94 0.33],[-2.4   1.74],[-3.75 -1.27],[-5.1  0. ],6,"[4.5, 0.5]","[-2.5, 1.5]","[-3.5, -1.5]","[-5.5, 0.5]",0.0,0.0,1.5,0.0
10727,683,13,0,0,0,1,4,[4.24 1.5 ],[1.62 1.38],[-3.78  5.38],[4.74 3.07],19,"[4.5, 1.5]","[1.5, 1.5]","[-3.5, 5.5]","[4.5, 3.5]",0.0,0.0,0.0,1.5
10728,681,14,0,0,1,1,3,[ 4.4  -1.63],[-3.54  3.78],[ 4.28 -0.84],[0.  4.8],20,"[4.5, -1.5]","[-3.5, 3.5]","[4.5, -0.5]","[0.5, 4.5]",0.0,0.0,1.5,1.0
10729,670,29,1,1,1,1,4,[-1.98  1.55],[-3.54  2.22],[-1.63  3.71],[-5.1  0. ],29,"[-1.5, 1.5]","[-3.5, 2.5]","[-1.5, 3.5]","[-5.5, 0.5]",1.0,1.0,1.0,1.5
10730,693,8,1,1,1,1,1,[4.34 0.18],[0.3  0.24],[5.68 4.77],[-0.  -5.1],3,"[4.5, 0.5]","[0.5, 0.5]","[5.5, 4.5]","[0.5, -5.5]",1.5,1.0,1.0,1.0
10731,690,3,1,1,1,1,5,[ 2.59 -2.14],[0.3  0.24],[0.94 0.21],[-2.81 -4.41],24,"[2.5, -2.5]","[0.5, 0.5]","[0.5, 0.5]","[-2.5, -4.5]",1.0,1.0,1.0,1.0
10732,557,5,0,1,0,0,2,[ 3.31 -1.61],[-2.28  2.04],[ 0.83 -2.18],[4.13 4.13],23,"[3.5, -1.5]","[-2.5, 2.5]","[0.5, -2.5]","[4.5, 4.5]",0.0,1.5,0.0,0.0
10733,677,20,1,1,1,0,2,[1.51 0.64],[3.54 4.8 ],[ 0.47 -2.67],[4.41 2.81],25,"[1.5, 0.5]","[3.5, 4.5]","[0.5, -2.5]","[4.5, 2.5]",1.0,1.5,1.0,0.0
10734,689,3,0,1,0,0,2,[ 4.36 -4.34],[ 3. -3.],[-2.44  4.36],[-1.58 -2.64],14,"[4.5, -4.5]","[3.5, -2.5]","[-2.5, 4.5]","[-1.5, -2.5]",0.0,1.5,0.0,0.0
10735,693,9,0,0,1,0,3,[-0.24 -0.17],[-3.5  3.5],[-0.24  2.9 ],[-0.  -4.5],14,"[-0.5, -0.5]","[-3.5, 3.5]","[-0.5, 2.5]","[0.5, -4.5]",0.0,0.0,1.5,0.0
10736,658,26,1,1,0,0,2,[-1.39  1.34],[-3.18 -2.16],[3.93 1.25],[-3.43 -1.35],10,"[-1.5, 1.5]","[-3.5, -2.5]","[3.5, 1.5]","[-3.5, -1.5]",1.0,1.5,0.0,0.0
10737,653,11,0,1,1,1,2,[5.68 1.68],[4.2  0.96],[-1.26 -5.84],[3.38 5.1 ],25,"[5.5, 1.5]","[4.5, 0.5]","[-1.5, -5.5]","[3.5, 5.5]",0.0,1.5,1.0,1.0
10738,693,10,0,1,0,1,2,[-1.68  2.16],[6.   2.82],[-0.3  -0.49],[2.35 3.78],29,"[-1.5, 2.5]","[5.5, 2.5]","[-0.5, -0.5]","[2.5, 3.5]",0.0,1.5,0.0,1.0
10739,683,14,0,1,0,0,2,[3.53 2.1 ],[1.68 2.82],[-5.05  2.88],[1.79 4.33],4,"[3.5, 2.5]","[1.5, 2.5]","[-5.5, 2.5]","[1.5, 4.5]",0.0,1.5,0.0,0.0
10740,681,15,0,0,0,1,5,[4.48 2.07],[1.08 2.22],[3.  1.5],[3.79 3.79],15,"[4.5, 2.5]","[1.5, 2.5]","[3.5, 1.5]","[3.5, 3.5]",0.0,0.0,0.0,1.0
10741,677,21,1,1,0,1,2,[3.48 2.  ],[-1.14  3.54],[1.32 4.52],[0.  5.4],28,"[3.5, 2.5]","[-1.5, 3.5]","[1.5, 4.5]","[0.5, 5.5]",1.0,1.5,0.0,1.0
10742,686,7,0,0,0,1,4,[ 4.71 -1.79],[1.86 6.  ],[-0.36 -5.32],[2.57 4.09],8,"[4.5, -1.5]","[1.5, 5.5]","[-0.5, -5.5]","[2.5, 4.5]",0.0,0.0,0.0,1.5
10744,557,6,1,1,0,1,2,[-2.09 -1.81],[3.3  3.18],[-0.75 -1.89],[0.  4.8],5,"[-2.5, -1.5]","[3.5, 3.5]","[-0.5, -1.5]","[0.5, 4.5]",1.0,1.5,0.0,1.0
10745,680,8,0,0,1,1,4,[1.24 0.31],[-3.  3.],[2.76 3.13],[-0.84  4.16],10,"[1.5, 0.5]","[-2.5, 3.5]","[2.5, 3.5]","[-0.5, 4.5]",0.0,0.0,1.0,1.5
10746,688,4,1,1,1,0,3,[4.88 0.14],[2. 1.],[3.72 3.83],[3.51 4.04],7,"[4.5, 0.5]","[2.5, 1.5]","[3.5, 3.5]","[3.5, 4.5]",1.0,1.0,1.5,0.0
10747,693,11,1,1,0,0,2,[ 5.44 -1.69],[0.12 3.72],[-3.04  0.77],[0.  4.5],20,"[5.5, -1.5]","[0.5, 3.5]","[-3.5, 0.5]","[0.5, 4.5]",1.0,1.5,0.0,0.0
10748,683,15,0,1,0,0,2,[ 3.99 -2.44],[1.32 0.6 ],[-3.26  0.37],[-1.1   5.07],8,"[3.5, -2.5]","[1.5, 0.5]","[-3.5, 0.5]","[-1.5, 5.5]",0.0,1.5,0.0,0.0
10749,676,10,0,0,0,0,5,[-1.73  2.5 ],[-3.66  4.14],[ 5.78 -0.14],[-4.2  0. ],9,"[-1.5, 2.5]","[-3.5, 4.5]","[5.5, -0.5]","[-4.5, 0.5]",0.0,0.0,0.0,0.0
10750,690,4,1,1,0,1,2,[ 1.64 -2.13],[1.86 6.  ],[-5.92  1.13],[-0.  -4.2],21,"[1.5, -2.5]","[1.5, 5.5]","[-5.5, 1.5]","[0.5, -4.5]",1.0,1.5,0.0,1.0
10752,557,7,0,0,0,0,5,[ 1.5 -0.4],[-3. -3.],[ 5.1  -0.62],[-3.78 -2.35],14,"[1.5, -0.5]","[-2.5, -2.5]","[5.5, -0.5]","[-3.5, -2.5]",0.0,0.0,0.0,0.0
10753,530,9,0,0,0,1,4,[3.53 2.23],[4.5 1.5],[1.71 3.87],[0.  4.8],26,"[3.5, 2.5]","[4.5, 1.5]","[1.5, 3.5]","[0.5, 4.5]",0.0,0.0,0.0,1.5
10754,681,16,1,0,0,0,5,[-0.09  0.04],[-0.96 -2.28],[-3.4  -5.37],[-1.58 -2.64],2,"[-0.5, 0.5]","[-0.5, -2.5]","[-3.5, -5.5]","[-1.5, -2.5]",1.0,0.0,0.0,0.0
10755,677,22,0,1,1,0,3,[1.33 0.08],[1.62 0.  ],[-5.91 -0.79],[1.36 4.4 ],18,"[1.5, 0.5]","[1.5, 0.5]","[-5.5, -0.5]","[1.5, 4.5]",0.0,1.0,1.5,0.0
10756,693,12,1,0,0,0,1,[-3.48  1.94],[-1.8  2.4],[-5.15  2.09],[-0.  -4.2],2,"[-3.5, 1.5]","[-1.5, 2.5]","[-5.5, 2.5]","[0.5, -4.5]",1.5,0.0,0.0,0.0
10757,653,12,1,0,0,1,4,[-0.04 -1.5 ],[-4.5  1.5],[-0.88 -4.75],[-3.78 -2.35],24,"[-0.5, -1.5]","[-4.5, 1.5]","[-0.5, -4.5]","[-3.5, -2.5]",1.0,0.0,0.0,1.5
10758,658,27,1,1,1,0,5,[-3.47  1.87],[1.68 1.98],[-4.45  3.4 ],[ 2.4  -4.54],2,"[-3.5, 1.5]","[1.5, 1.5]","[-4.5, 3.5]","[2.5, -4.5]",1.0,1.0,1.0,0.0
10759,686,8,1,1,0,0,2,[0.06 0.  ],[-0.42  1.68],[5.03 2.47],[-3.2  -1.94],12,"[0.5, 0.5]","[-0.5, 1.5]","[5.5, 2.5]","[-3.5, -1.5]",1.0,1.5,0.0,0.0
10760,557,8,0,1,0,0,2,[3.36 0.44],[5.1 5.1],[-5.35 -4.41],[-4.95 -2.15],22,"[3.5, 0.5]","[5.5, 5.5]","[-5.5, -4.5]","[-4.5, -2.5]",0.0,1.5,0.0,0.0
10762,693,13,0,0,1,0,3,[-1.68  1.81],[ 3.66 -1.26],[-3.79  1.26],[3.83 4.38],0,"[-1.5, 1.5]","[3.5, -1.5]","[-3.5, 1.5]","[3.5, 4.5]",0.0,0.0,1.5,0.0
10763,677,23,0,1,1,0,3,[0.38 0.2 ],[3.3  2.88],[-5.25  4.66],[4.41 2.81],19,"[0.5, 0.5]","[3.5, 2.5]","[-5.5, 4.5]","[4.5, 2.5]",0.0,1.0,1.5,0.0
10764,683,16,1,0,0,0,1,[3.51 1.86],[3.84 1.38],[-5.44 -2.91],[2.15 4.95],18,"[3.5, 1.5]","[3.5, 1.5]","[-5.5, -2.5]","[2.5, 4.5]",1.5,0.0,0.0,0.0
10765,690,5,1,1,1,1,5,[-0.04  0.09],[0.54 4.44],[3.07 5.86],[1.1  5.07],26,"[-0.5, 0.5]","[0.5, 4.5]","[3.5, 5.5]","[1.5, 5.5]",1.0,1.0,1.0,1.0
10766,693,14,1,1,0,1,1,[4.5  2.64],[3.84 3.3 ],[-0.73 -5.81],[1.63 4.02],13,"[4.5, 2.5]","[3.5, 3.5]","[-0.5, -5.5]","[1.5, 4.5]",1.5,1.0,0.0,1.0
10767,653,13,0,0,1,0,3,[ 2.73 -3.08],[ 2.7 -3. ],[ 0.71 -1.57],[-3.07 -4.74],11,"[2.5, -3.5]","[2.5, -2.5]","[0.5, -1.5]","[-3.5, -4.5]",0.0,0.0,1.5,0.0
10768,700,1,1,1,1,1,1,[ 3.38 -2.02],[-1. -1.],[-4.89 -4.7 ],[-2.81 -4.41],14,"[3.5, -2.5]","[-0.5, -0.5]","[-4.5, -4.5]","[-2.5, -4.5]",1.5,1.0,1.0,1.0
10769,681,17,1,1,0,0,1,[3.44 0.44],[ 0.24 -1.2 ],[-5.99 -1.95],[-5.1  0. ],22,"[3.5, 0.5]","[0.5, -1.5]","[-5.5, -1.5]","[-5.5, 0.5]",1.5,1.0,0.0,0.0
10770,683,17,0,0,0,1,4,[-1.94  1.51],[4.08 0.48],[-2.02 -4.61],[2.36 5.28],27,"[-1.5, 1.5]","[4.5, 0.5]","[-2.5, -4.5]","[2.5, 5.5]",0.0,0.0,0.0,1.5
10771,688,5,1,1,1,0,1,[1.84 2.14],[-2.1   4.44],[-2.58 -3.19],[0.  5.1],26,"[1.5, 2.5]","[-2.5, 4.5]","[-2.5, -3.5]","[0.5, 5.5]",1.5,1.0,1.0,0.0
10772,680,9,0,0,0,0,5,[-1.84  1.42],[3.06 0.24],[-0.12 -0.17],[4.74 3.07],19,"[-1.5, 1.5]","[3.5, 0.5]","[-0.5, -0.5]","[4.5, 3.5]",0.0,0.0,0.0,0.0
10773,677,24,0,1,0,1,2,[1.63 1.51],[-2.5  2.5],[ 1.17 -3.42],[2.15 4.95],27,"[1.5, 1.5]","[-2.5, 2.5]","[1.5, -3.5]","[2.5, 4.5]",0.0,1.5,0.0,1.0
10774,686,9,0,0,0,1,4,[1.64 0.14],[-3.36  0.  ],[-0.75 -0.12],[3.07 4.74],15,"[1.5, 0.5]","[-3.5, 0.5]","[-0.5, -0.5]","[3.5, 4.5]",0.0,0.0,0.0,1.5
10775,693,15,1,0,1,0,1,[-1.23  1.71],[ 2.7 -3. ],[2.23 0.83],[1.96 4.64],28,"[-1.5, 1.5]","[2.5, -2.5]","[2.5, 0.5]","[1.5, 4.5]",1.5,0.0,1.0,0.0
10777,658,28,1,1,0,1,5,[1.59 1.64],[0.72 3.  ],[-4.63 -1.93],[2.81 4.41],19,"[1.5, 1.5]","[0.5, 3.5]","[-4.5, -1.5]","[2.5, 4.5]",1.0,1.0,0.0,1.0
